Source,Target,Type,Kind,Id,Label,Weight
39,142,Undirected,rank-8,296,rank-8,1.0
39,143,Undirected,rank-8,297,rank-8,1.0
39,1080,Undirected,rank-8,298,rank-8,1.0
39,1081,Undirected,rank-8,299,rank-8,1.0
39,1082,Undirected,rank-8,300,rank-8,1.0
40,41,Undirected,rank-8,301,rank-8,7.0
40,42,Undirected,rank-8,302,rank-8,6.0
40,43,Undirected,rank-8,303,rank-8,20.0
40,50,Undirected,rank-8,304,rank-8,5.0
40,51,Undirected,rank-8,305,rank-8,2.0
40,52,Undirected,rank-8,306,rank-8,28.0
40,57,Undirected,rank-8,307,rank-8,2.0
40,58,Undirected,rank-8,308,rank-8,5.0
40,59,Undirected,rank-8,309,rank-8,2.0
40,60,Undirected,rank-8,310,rank-8,2.0
40,73,Undirected,rank-8,311,rank-8,4.0
40,74,Undirected,rank-8,312,rank-8,4.0
40,75,Undirected,rank-8,313,rank-8,1.0
40,76,Undirected,rank-8,314,rank-8,1.0
40,77,Undirected,rank-8,315,rank-8,20.0
40,78,Undirected,rank-8,316,rank-8,5.0
40,79,Undirected,rank-8,317,rank-8,5.0
40,108,Undirected,rank-8,318,rank-8,1.0
40,109,Undirected,rank-8,319,rank-8,1.0
40,110,Undirected,rank-8,320,rank-8,14.0
40,111,Undirected,rank-8,321,rank-8,9.0
40,118,Undirected,rank-8,322,rank-8,2.0
40,119,Undirected,rank-8,323,rank-8,3.0
40,120,Undirected,rank-8,324,rank-8,1.0
40,121,Undirected,rank-8,325,rank-8,1.0
40,129,Undirected,rank-8,326,rank-8,5.0
40,130,Undirected,rank-8,327,rank-8,4.0
40,131,Undirected,rank-8,328,rank-8,7.0
40,142,Undirected,rank-8,329,rank-8,1.0
40,143,Undirected,rank-8,330,rank-8,2.0
40,149,Undirected,rank-8,331,rank-8,2.0
40,215,Undirected,rank-8,332,rank-8,1.0
40,216,Undirected,rank-8,333,rank-8,1.0
40,217,Undirected,rank-8,334,rank-8,1.0
40,284,Undirected,rank-8,335,rank-8,3.0
40,302,Undirected,rank-8,336,rank-8,1.0
40,303,Undirected,rank-8,337,rank-8,1.0
40,323,Undirected,rank-8,338,rank-8,9.0
40,371,Undirected,rank-8,339,rank-8,9.0
40,372,Undirected,rank-8,340,rank-8,11.0
40,387,Undirected,rank-8,341,rank-8,3.0
40,388,Undirected,rank-8,342,rank-8,3.0
40,407,Undirected,rank-8,343,rank-8,2.0
40,408,Undirected,rank-8,344,rank-8,2.0
40,410,Undirected,rank-8,345,rank-8,7.0
40,437,Undirected,rank-8,346,rank-8,1.0
40,438,Undirected,rank-8,347,rank-8,2.0
40,441,Undirected,rank-8,348,rank-8,2.0
40,442,Undirected,rank-8,349,rank-8,6.0
40,467,Undirected,rank-8,350,rank-8,4.0
40,468,Undirected,rank-8,351,rank-8,4.0
40,507,Undirected,rank-8,352,rank-8,6.0
40,522,Undirected,rank-8,353,rank-8,2.0
40,523,Undirected,rank-8,354,rank-8,1.0
40,524,Undirected,rank-8,355,rank-8,5.0
40,526,Undirected,rank-8,356,rank-8,2.0
40,527,Undirected,rank-8,357,rank-8,5.0
40,539,Undirected,rank-8,358,rank-8,2.0
40,540,Undirected,rank-8,359,rank-8,1.0
40,541,Undirected,rank-8,360,rank-8,1.0
40,564,Undirected,rank-8,361,rank-8,6.0
40,580,Undirected,rank-8,362,rank-8,3.0
40,680,Undirected,rank-8,363,rank-8,4.0
40,766,Undirected,rank-8,364,rank-8,3.0
40,767,Undirected,rank-8,365,rank-8,2.0
40,854,Undirected,rank-8,366,rank-8,2.0
40,855,Undirected,rank-8,367,rank-8,2.0
40,920,Undirected,rank-8,368,rank-8,1.0
40,990,Undirected,rank-8,369,rank-8,1.0
40,991,Undirected,rank-8,370,rank-8,1.0
40,1080,Undirected,rank-8,371,rank-8,1.0
40,1081,Undirected,rank-8,372,rank-8,1.0
40,1082,Undirected,rank-8,373,rank-8,1.0
40,1128,Undirected,rank-8,374,rank-8,2.0
40,1155,Undirected,rank-8,375,rank-8,1.0
40,1156,Undirected,rank-8,376,rank-8,1.0
41,42,Undirected,rank-8,377,rank-8,8.0
41,43,Undirected,rank-8,378,rank-8,9.0
41,50,Undirected,rank-8,379,rank-8,1.0
41,51,Undirected,rank-8,380,rank-8,1.0
41,52,Undirected,rank-8,381,rank-8,5.0
41,57,Undirected,rank-8,382,rank-8,1.0
41,58,Undirected,rank-8,383,rank-8,2.0
41,59,Undirected,rank-8,384,rank-8,1.0
41,60,Undirected,rank-8,385,rank-8,1.0
41,73,Undirected,rank-8,386,rank-8,4.0
41,74,Undirected,rank-8,387,rank-8,4.0
41,75,Undirected,rank-8,388,rank-8,2.0
41,76,Undirected,rank-8,389,rank-8,1.0
41,77,Undirected,rank-8,390,rank-8,7.0
41,78,Undirected,rank-8,391,rank-8,2.0
41,79,Undirected,rank-8,392,rank-8,5.0
41,120,Undirected,rank-8,393,rank-8,1.0
41,121,Undirected,rank-8,394,rank-8,1.0
41,131,Undirected,rank-8,395,rank-8,4.0
41,132,Undirected,rank-8,396,rank-8,1.0
41,142,Undirected,rank-8,397,rank-8,2.0
41,143,Undirected,rank-8,398,rank-8,3.0
41,199,Undirected,rank-8,399,rank-8,1.0
41,200,Undirected,rank-8,400,rank-8,1.0
41,201,Undirected,rank-8,401,rank-8,1.0
41,202,Undirected,rank-8,402,rank-8,1.0
41,203,Undirected,rank-8,403,rank-8,1.0
41,204,Undirected,rank-8,404,rank-8,1.0
41,205,Undirected,rank-8,405,rank-8,1.0
41,206,Undirected,rank-8,406,rank-8,1.0
41,207,Undirected,rank-8,407,rank-8,1.0
41,208,Undirected,rank-8,408,rank-8,1.0
41,467,Undirected,rank-8,409,rank-8,2.0
41,468,Undirected,rank-8,410,rank-8,4.0
41,522,Undirected,rank-8,411,rank-8,2.0
41,523,Undirected,rank-8,412,rank-8,1.0
41,524,Undirected,rank-8,413,rank-8,4.0
41,539,Undirected,rank-8,414,rank-8,2.0
41,578,Undirected,rank-8,415,rank-8,1.0
41,579,Undirected,rank-8,416,rank-8,1.0
41,1080,Undirected,rank-8,417,rank-8,1.0
41,1081,Undirected,rank-8,418,rank-8,1.0
41,1082,Undirected,rank-8,419,rank-8,1.0
42,43,Undirected,rank-8,420,rank-8,7.0
42,50,Undirected,rank-8,421,rank-8,1.0
42,51,Undirected,rank-8,422,rank-8,1.0
42,52,Undirected,rank-8,423,rank-8,3.0
42,57,Undirected,rank-8,424,rank-8,1.0
42,58,Undirected,rank-8,425,rank-8,3.0
42,59,Undirected,rank-8,426,rank-8,1.0
42,60,Undirected,rank-8,427,rank-8,1.0
42,73,Undirected,rank-8,428,rank-8,2.0
42,74,Undirected,rank-8,429,rank-8,2.0
42,75,Undirected,rank-8,430,rank-8,1.0
42,76,Undirected,rank-8,431,rank-8,1.0
42,77,Undirected,rank-8,432,rank-8,5.0
42,78,Undirected,rank-8,433,rank-8,2.0
42,79,Undirected,rank-8,434,rank-8,3.0
42,120,Undirected,rank-8,435,rank-8,1.0
42,121,Undirected,rank-8,436,rank-8,1.0
42,131,Undirected,rank-8,437,rank-8,3.0
42,132,Undirected,rank-8,438,rank-8,1.0
42,142,Undirected,rank-8,439,rank-8,2.0
42,143,Undirected,rank-8,440,rank-8,2.0
42,468,Undirected,rank-8,441,rank-8,2.0
42,523,Undirected,rank-8,442,rank-8,1.0
42,524,Undirected,rank-8,443,rank-8,2.0
42,578,Undirected,rank-8,444,rank-8,1.0
42,579,Undirected,rank-8,445,rank-8,1.0
42,1080,Undirected,rank-8,446,rank-8,1.0
42,1081,Undirected,rank-8,447,rank-8,1.0
42,1082,Undirected,rank-8,448,rank-8,1.0
43,50,Undirected,rank-8,449,rank-8,3.0
43,51,Undirected,rank-8,450,rank-8,1.0
43,52,Undirected,rank-8,451,rank-8,11.0
43,57,Undirected,rank-8,452,rank-8,1.0
43,58,Undirected,rank-8,453,rank-8,4.0
43,59,Undirected,rank-8,454,rank-8,1.0
43,60,Undirected,rank-8,455,rank-8,1.0
43,73,Undirected,rank-8,456,rank-8,4.0
43,74,Undirected,rank-8,457,rank-8,4.0
43,75,Undirected,rank-8,458,rank-8,2.0
43,76,Undirected,rank-8,459,rank-8,1.0
43,77,Undirected,rank-8,460,rank-8,8.0
43,78,Undirected,rank-8,461,rank-8,2.0
43,79,Undirected,rank-8,462,rank-8,5.0
43,120,Undirected,rank-8,463,rank-8,1.0
43,121,Undirected,rank-8,464,rank-8,1.0
43,129,Undirected,rank-8,465,rank-8,7.0
43,130,Undirected,rank-8,466,rank-8,7.0
43,131,Undirected,rank-8,467,rank-8,4.0
43,132,Undirected,rank-8,468,rank-8,2.0
43,142,Undirected,rank-8,469,rank-8,1.0
43,143,Undirected,rank-8,470,rank-8,1.0
43,199,Undirected,rank-8,471,rank-8,1.0
43,200,Undirected,rank-8,472,rank-8,1.0
43,201,Undirected,rank-8,473,rank-8,1.0
43,202,Undirected,rank-8,474,rank-8,1.0
43,203,Undirected,rank-8,475,rank-8,1.0
43,204,Undirected,rank-8,476,rank-8,1.0
43,205,Undirected,rank-8,477,rank-8,1.0
43,206,Undirected,rank-8,478,rank-8,1.0
43,207,Undirected,rank-8,479,rank-8,1.0
43,208,Undirected,rank-8,480,rank-8,1.0
43,245,Undirected,rank-8,481,rank-8,1.0
43,246,Undirected,rank-8,482,rank-8,1.0
43,441,Undirected,rank-8,483,rank-8,2.0
43,442,Undirected,rank-8,484,rank-8,7.0
43,467,Undirected,rank-8,485,rank-8,2.0
43,468,Undirected,rank-8,486,rank-8,4.0
43,508,Undirected,rank-8,487,rank-8,3.0
43,522,Undirected,rank-8,488,rank-8,4.0
43,523,Undirected,rank-8,489,rank-8,1.0
43,524,Undirected,rank-8,490,rank-8,4.0
43,539,Undirected,rank-8,491,rank-8,2.0
43,578,Undirected,rank-8,492,rank-8,1.0
43,579,Undirected,rank-8,493,rank-8,1.0
43,680,Undirected,rank-8,494,rank-8,3.0
43,684,Undirected,rank-8,495,rank-8,1.0
43,1080,Undirected,rank-8,496,rank-8,1.0
43,1081,Undirected,rank-8,497,rank-8,1.0
43,1082,Undirected,rank-8,498,rank-8,1.0
43,1128,Undirected,rank-8,499,rank-8,3.0
44,45,Undirected,rank-8,500,rank-8,22.0
44,58,Undirected,rank-8,501,rank-8,2.0
44,85,Undirected,rank-8,502,rank-8,1.0
44,113,Undirected,rank-8,503,rank-8,1.0
44,125,Undirected,rank-8,504,rank-8,1.0
44,177,Undirected,rank-8,505,rank-8,2.0
44,178,Undirected,rank-8,506,rank-8,2.0
44,179,Undirected,rank-8,507,rank-8,2.0
44,180,Undirected,rank-8,508,rank-8,1.0
44,181,Undirected,rank-8,509,rank-8,2.0
44,231,Undirected,rank-8,510,rank-8,1.0
44,279,Undirected,rank-8,511,rank-8,3.0
44,280,Undirected,rank-8,512,rank-8,3.0
44,281,Undirected,rank-8,513,rank-8,3.0
44,282,Undirected,rank-8,514,rank-8,3.0
44,283,Undirected,rank-8,515,rank-8,2.0
44,284,Undirected,rank-8,516,rank-8,2.0
44,288,Undirected,rank-8,517,rank-8,1.0
44,289,Undirected,rank-8,518,rank-8,1.0
44,292,Undirected,rank-8,519,rank-8,7.0
44,293,Undirected,rank-8,520,rank-8,8.0
44,319,Undirected,rank-8,521,rank-8,2.0
44,320,Undirected,rank-8,522,rank-8,2.0
44,327,Undirected,rank-8,523,rank-8,2.0
44,328,Undirected,rank-8,524,rank-8,3.0
44,338,Undirected,rank-8,525,rank-8,1.0
44,362,Undirected,rank-8,526,rank-8,5.0
44,363,Undirected,rank-8,527,rank-8,5.0
44,375,Undirected,rank-8,528,rank-8,1.0
44,376,Undirected,rank-8,529,rank-8,1.0
44,382,Undirected,rank-8,530,rank-8,1.0
44,383,Undirected,rank-8,531,rank-8,1.0
44,384,Undirected,rank-8,532,rank-8,1.0
44,385,Undirected,rank-8,533,rank-8,1.0
44,386,Undirected,rank-8,534,rank-8,1.0
44,407,Undirected,rank-8,535,rank-8,1.0
44,408,Undirected,rank-8,536,rank-8,1.0
44,414,Undirected,rank-8,537,rank-8,1.0
44,415,Undirected,rank-8,538,rank-8,1.0
44,448,Undirected,rank-8,539,rank-8,2.0
44,449,Undirected,rank-8,540,rank-8,1.0
44,450,Undirected,rank-8,541,rank-8,2.0
44,485,Undirected,rank-8,542,rank-8,1.0
44,569,Undirected,rank-8,543,rank-8,3.0
44,570,Undirected,rank-8,544,rank-8,3.0
44,587,Undirected,rank-8,545,rank-8,1.0
44,618,Undirected,rank-8,546,rank-8,1.0
44,621,Undirected,rank-8,547,rank-8,2.0
44,622,Undirected,rank-8,548,rank-8,2.0
44,623,Undirected,rank-8,549,rank-8,2.0
44,624,Undirected,rank-8,550,rank-8,2.0
44,672,Undirected,rank-8,551,rank-8,1.0
44,673,Undirected,rank-8,552,rank-8,1.0
44,700,Undirected,rank-8,553,rank-8,2.0
44,703,Undirected,rank-8,554,rank-8,2.0
44,714,Undirected,rank-8,555,rank-8,1.0
44,725,Undirected,rank-8,556,rank-8,2.0
44,755,Undirected,rank-8,557,rank-8,1.0
